book_id,search_key,book_title,book_subtitle,book_authors,book_publisher,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year
V4XwDwAAQBAJ,history,"Black Hat Python, 2nd Edition",Python Programming for Hackers and Pentesters,"Justin Seitz, Tim Arnold",No Starch Press,"Fully-updated for Python 3, the second edition of this worldwide bestseller (over 100,000 copies sold) explores the stealthier side of programming and brings you all new strategies for your hacking projects. When it comes to creating powerful and effective hacking tools, Python is the language of choice for most security analysts. In Black Hat Python, 2nd Edition, you’ll explore the darker side of Python’s capabilities—writing network sniffers, stealing email credentials, brute forcing directories, crafting mutation fuzzers, infecting virtual machines, creating stealthy trojans, and more. The second edition of this bestselling hacking book contains code updated for the latest version of Python 3, as well as new techniques that reflect current industry best practices. You’ll also find expanded explanations of Python libraries such as ctypes, struct, lxml, and BeautifulSoup, and dig deeper into strategies, from splitting bytes to leveraging computer-vision libraries, that you can apply to future hacking projects. You’ll learn how to: • Create a trojan command-and-control using GitHub • Detect sandboxing and automate common malware tasks, like keylogging and screenshotting • Escalate Windows privileges with creative process control • Use offensive memory forensics tricks to retrieve password hashes and inject shellcode into a virtual machine • Extend the popular Burp Suite web-hacking tool • Abuse Windows COM automation to perform a man-in-the-browser attack • Exfiltrate data from a network most sneakily When it comes to offensive security, your ability to create powerful tools on the fly is indispensable. Learn how with the second edition of Black Hat Python. New to this edition: All Python code has been updated to cover Python 3 and includes updated libraries used in current Python applications. Additionally, there are more in-depth explanations of the code and the programming techniques have been updated to current, common tactics. Examples of new material that you'll learn include how to sniff network traffic, evade anti-virus software, brute-force web applications, and set up a command-and-control (C2) system using GitHub.","9781718501133, 1718501137",True,False,216,Computers,en,http://books.google.com/books/content?id=V4XwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,2207.78,INR,2207.78,INR,https://play.google.com/store/books/details?id=V4XwDwAAQBAJ&rdid=book-V4XwDwAAQBAJ&rdot=1&source=gbs_api,2021
_bBhDwAAQBAJ,history,Forecasting: principles and practice,,"Rob J Hyndman, George Athanasopoulos",OTexts,"Forecasting is required in many situations. Stocking an inventory may require forecasts of demand months in advance. Telecommunication routing requires traffic forecasts a few minutes ahead. Whatever the circumstances or time horizons involved, forecasting is an important aid in effective and efficient planning. This textbook provides a comprehensive introduction to forecasting methods and presents enough information about each method for readers to use them sensibly.","9780987507112, 0987507117",False,True,380,Business & Economics,en,http://books.google.com/books/content?id=_bBhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2,5,IN,FOR_SALE,True,3033.28,INR,3033.28,INR,https://play.google.com/store/books/details?id=_bBhDwAAQBAJ&rdid=book-_bBhDwAAQBAJ&rdot=1&source=gbs_api,2018
GWzqDwAAQBAJ,history,Python Programming and Numerical Methods,A Guide for Engineers and Scientists,"Qingkai Kong, Timmy Siauw, Alexandre Bayen",Academic Press,"Python Programming and Numerical Methods: A Guide for Engineers and Scientists introduces programming tools and numerical methods to engineering and science students, with the goal of helping the students to develop good computational problem-solving techniques through the use of numerical methods and the Python programming language. Part One introduces fundamental programming concepts, using simple examples to put new concepts quickly into practice. Part Two covers the fundamentals of algorithms and numerical analysis at a level that allows students to quickly apply results in practical settings. - Includes tips, warnings and ""try this"" features within each chapter to help the reader develop good programming practice - Summaries at the end of each chapter allow for quick access to important information - Includes code in Jupyter notebook format that can be directly run online","9780128195505, 0128195509",True,True,482,Technology & Engineering,en,http://books.google.com/books/content?id=GWzqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,4530.02,INR,4530.02,INR,https://play.google.com/store/books/details?id=GWzqDwAAQBAJ&rdid=book-GWzqDwAAQBAJ&rdot=1&source=gbs_api,2020
gdN5AAAAQBAJ,history,Python in Practice,"Create Better Programs Using Concurrency, Libraries, and Patterns",Mark Summerfield,Addison-Wesley,"Winner of the 2014 Jolt Award for ""Best Book"" “Whether you are an experienced programmer or are starting your career, Python in Practice is full of valuable advice and example to help you improve your craft by thinking about problems from different perspectives, introducing tools, and detailing techniques to create more effective solutions.” —Doug Hellmann, Senior Developer, DreamHost If you’re an experienced Python programmer, Python in Practice will help you improve the quality, reliability, speed, maintainability, and usability of all your Python programs. Mark Summerfield focuses on four key themes: design patterns for coding elegance, faster processing through concurrency and compiled Python (Cython), high-level networking, and graphics. He identifies well-proven design patterns that are useful in Python, illuminates them with expert-quality code, and explains why some object-oriented design patterns are irrelevant to Python. He also explodes several counterproductive myths about Python programming—showing, for example, how Python can take full advantage of multicore hardware. All examples, including three complete case studies, have been tested with Python 3.3 (and, where possible, Python 3.2 and 3.1) and crafted to maintain compatibility with future Python 3.x versions. All code has been tested on Linux, and most code has also been tested on OS X and Windows. All code may be downloaded at www.qtrac.eu/pipbook.html. Coverage includes Leveraging Python’s most effective creational, structural, and behavioral design patterns Supporting concurrency with Python’s multiprocessing, threading, and concurrent.futures modules Avoiding concurrency problems using thread-safe queues and futures rather than fragile locks Simplifying networking with high-level modules, including xmlrpclib and RPyC Accelerating Python code with Cython, C-based Python modules, profiling, and other techniques Creating modern-looking GUI applications with Tkinter Leveraging today’s powerful graphics hardware via the OpenGL API using pyglet and PyOpenGL","9780133373233, 0133373231",True,True,326,Computers,en,http://books.google.com/books/content?id=gdN5AAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,5,IN,FOR_SALE,True,2198.67,INR,2198.67,INR,https://play.google.com/store/books/details?id=gdN5AAAAQBAJ&rdid=book-gdN5AAAAQBAJ&rdot=1&source=gbs_api,2013
gJUfzgEACAAJ,history,PYTHON PROGRAMMING,3 BOOKS IN 1: The Complete Guide to Learn Everything You Need to Know about Python,Clive Campbell,,"THIS BOOK INCLUDES: Python for beginners PYTHON PROGRAMMING - The Ultimate Guide from beginners to Experts PYTHON PROGRAMMING - The Ultimate Expert Guide . You Are About to Discover The Ins And Outs Of Python Programming Language From The Basics To Its Application In Advanced Computing Concepts Like Machine Learning, Computer Science, Artificial Intelligence And More! Python is now: The preferred programming language for advanced computing concepts like data analytics, machine learning, artificial intelligence, big data, computer science and more The most taught first programming language One of the most common used programming languages in the world The programming language that has been used to write code for important processes on some of the most popular websites in the world like Facebook, Dropbox, Google Maps, YouTube, Instagram and many others Do you know why? The short answer is ""because it works"". And the long answer is this: ""It is highly scalable, easy to use, with a rich powerful library that make it possible to use it for everything from writing simple code to advanced computing, a very active online community, a large collection of third party modules and packages as well as the fact that it also supports object oriented development!"" By virtue that you are reading this, it is clear you want to start learning programming with python, from the basics all the way to the advanced computing stuff. And this 3 in 1 book is about to show you the ins and outs of python to do just that. I know you have lots of questions going through your mind... Where exactly do you start as you learn python? Why should you make python your programming language of choice whether you are a complete beginner to programming or not? How do you write your first program with python? How can you start using python for advanced computing stuff like artificial intelligence, robotics, machine learning, data analytics, big data, data science and the likes? If you have these and other related questions, this 3 in 1 book is for you so keep reading. More precisely, this 3 in 1 book will teach you: An in-depth analysis of python; what it is and how to install it on different operating systems How you stand to benefit by learning Python Why python is considered the most suitable programming language for advanced computing such as in machine learning, deep learning, artificial intelligence etc. Steps to take to write your very first program on python Step by step process to perform data analysis with python Everything you need to know about variables in python The most suitable python libraries you should use for advanced computing How to leverage the power of python to handle a variety of machine learning algorithms How you can insert comments in python to keep your code clean How to work with files on python Simple projects to get you started with python Varied data types used in python Powerful tips for successful use of python and how to handle any problems in code that may arise And MUCH MORE! Even if this is your first programming language to learn, you are in safe hands, as this book will break down the seemingly complex terms and concepts using simple, straightforward language to enable you put what you learn into action. Click Buy Now to get started!","180154767X, 9781801547673",False,False,604,Computers,en,http://books.google.com/books/content?id=gJUfzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2020
WDIyEAAAQBAJ,history,Advance Core Python Programming,Begin your Journey to Master the World of Python (English Edition),Meenu Kohli,BPB Publications,"Mastering Advanced Python Programming KEY FEATURES ● In-depth coverage on fundamentals of functions, recursion, classes, inheritance, and files. ● Mastery of advanced topics - Database connectivity, Errors and Exception, Testing and Debugging, threads, Data visualization, and Data analysis. ● In-depth coverage of advanced concepts such as data structures, and algorithms. ● Simplifies GUI and Widgets. ● Learn to connect GUI with MySQL to create a complete working application. ● Introduction to Flask. ● Thorough, detailed, and complete coverage of all topics along with ample coding examples and illustrations. DESCRIPTION Advance Core Python Programming is designed for Programmers who have a good understanding of Python basics and are ready to take the next steps. For entry-level Python programmers willing to dive deeper into programming, this book provides a path that will help them to add innovative features to their applications. This book starts by introducing you to the concept of Functions and Recursion and then moves on to higher levels of introducing you to OOP concepts, Files, integrating Python with database, threading, errors, exceptions, testing, debugging, data visualization, data analysis, GUI, data structures and algorithms. All these topics are the need of the hour and this book simplifies all these critical and essential concepts of Python for you. Knowledge of these topics will ease the functioning of your envisioned application. Throughout the book, you will have access to several coding examples which will help you to understand the real practical application of advanced Python concepts and you will be able to work on any kind of Python project with confidence. WHAT YOU WILL LEARN ● Learn advanced Python topics in simple language. ● Learn how to code in easy-to-follow steps. ● Learn to create your own classes and functions. ● Learn to work with Files. ● Learn to configure MySQL and make Python programs interact with the MySQL database. ● Get to know different types of errors, exceptions, and ways to test, debug and rectify them. ● Learn how to use Python for Data Visualization and Data Analysis. ● Learn to Create GUI features and add Widgets. ● Learn about data structures and algorithms. ● Learn to create and develop stack, queues, trees, and linked lists. ● Explore Flask, its features, and how to use it to build web applications. ● Learn to work on complex code by following simple step-by-step instructions. ● Prepare for theory and practical exams related to advanced Python Concepts. WHO THIS BOOK IS FOR This book is highly appealing to all tech-savvy students, programming enthusiasts, IT graduates, and computer science professionals who want to build strong proficiency in building Python applications. Prior understanding of Python basic coding concepts like variables, expressions, and control structures is required to begin with this book. You can also read Basic Core Python Programming to develop strong fundamentals before you start with this book. TABLE OF CONTENTS 1. Functions and Recursion 2. Classes, Objects, and Inheritance 3. Files 4. MySQL for Python 5. Python Threads 6. Errors, Exceptions, Testing, and Debugging 7. Data Visualization and Data Analysis 8. Creating the GUI form and Adding Widgets 9. MySQL and Python Graphical User Interface 10. Stack, Queue, and Deque 11. Linked List 12. Trees 13. Searching and Sorting 14. Getting Started with Flask","9789390684069, 9390684064",True,True,677,Computers,en,http://books.google.com/books/content?id=WDIyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,1131.62,INR,565.81,INR,https://play.google.com/store/books/details?id=WDIyEAAAQBAJ&rdid=book-WDIyEAAAQBAJ&rdot=1&source=gbs_api,2021
dJ6FEAAAQBAJ,history,Time Series Forecasting in Python,,Marco Peixeiro,Simon and Schuster,"Build predictive models from time-based patterns in your data. Master statistical models including new deep learning approaches for time series forecasting. In Time Series Forecasting in Python you will learn how to: Recognize a time series forecasting problem and build a performant predictive model Create univariate forecasting models that account for seasonal effects and external variables Build multivariate forecasting models to predict many time series at once Leverage large datasets by using deep learning for forecasting time series Automate the forecasting process Time Series Forecasting in Python teaches you to build powerful predictive models from time-based data. Every model you create is relevant, useful, and easy to implement with Python. You’ll explore interesting real-world datasets like Google’s daily stock price and economic data for the USA, quickly progressing from the basics to developing large-scale models that use deep learning tools like TensorFlow. About the technology You can predict the future—with a little help from Python, deep learning, and time series data! Time series forecasting is a technique for modeling time-centric data to identify upcoming events. New Python libraries and powerful deep learning tools make accurate time series forecasts easier than ever before. About the book Time Series Forecasting in Python teaches you how to get immediate, meaningful predictions from time-based data such as logs, customer analytics, and other event streams. In this accessible book, you’ll learn statistical and deep learning methods for time series forecasting, fully demonstrated with annotated Python code. Develop your skills with projects like predicting the future volume of drug prescriptions, and you’ll soon be ready to build your own accurate, insightful forecasts. What's inside Create models for seasonal effects and external variables Multivariate forecasting models to predict multiple time series Deep learning for large datasets Automate the forecasting process About the reader For data scientists familiar with Python and TensorFlow. About the author Marco Peixeiro is a seasoned data science instructor who has worked as a data scientist for one of Canada’s largest banks. Table of Contents PART 1 TIME WAITS FOR NO ONE 1 Understanding time series forecasting 2 A naive prediction of the future 3 Going on a random walk PART 2 FORECASTING WITH STATISTICAL MODELS 4 Modeling a moving average process 5 Modeling an autoregressive process 6 Modeling complex time series 7 Forecasting non-stationary time series 8 Accounting for seasonality 9 Adding external variables to our model 10 Forecasting multiple time series 11 Capstone: Forecasting the number of antidiabetic drug prescriptions in Australia PART 3 LARGE-SCALE FORECASTING WITH DEEP LEARNING 12 Introducing deep learning for time series forecasting 13 Data windowing and creating baselines for deep learning 14 Baby steps with deep learning 15 Remembering the past with LSTM 16 Filtering a time series with CNN 17 Using predictions to make more predictions 18 Capstone: Forecasting the electric power consumption of a household PART 4 AUTOMATING FORECASTING AT SCALE 19 Automating time series forecasting with Prophet 20 Capstone: Forecasting the monthly average retail price of steak in Canada 21 Going above and beyond","9781638351474, 1638351473",True,False,454,Computers,en,http://books.google.com/books/content?id=dJ6FEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,2960.62,INR,2960.62,INR,https://play.google.com/store/books/details?id=dJ6FEAAAQBAJ&rdid=book-dJ6FEAAAQBAJ&rdot=1&source=gbs_api,2022
uTsBEAAAQBAJ,history,Python In - Depth,"Use Python Programming Features, Techniques, and Modules to Solve Everyday Problems","Ahidjo Ayeva, Kamon Ayeva, Aiman Saed",BPB Publications,"Build it with Python, the popular and batteries-included programming tool Key Features _ Get familiar with the fundamentals of Python. _ Understand the OOP paradigm and learn to write your custom object classes. _ Explore tools and techniques to measure code execution for Performance Optimization. _ Understand how Python is used in the main Cryptographic mechanisms. Description ÒPython In-DepthÓ gives you a detailed presentation of the possibilities for solving everyday problems, even complex ones using Python. You will begin by setting up Python in your system and then learn about the fundamentals of Python so that you have a rock-solid foundation to build upon. You will explore the foundations of Python programming, such as the built-in data types, functions, objects and classes, files, etc. You will then explore the different programming paradigms such as OOP, Functional, and Concurrent, and find the best approach given a situation. You will also learn how to utilize an interchange format to exchange data and understand how to carry out performance optimization, effective debugging, and security, among other techniques. Towards the end, you will enjoy two chapters dedicated to two domains where Python usage is currently very strong: Data Science and Web Development. What will you learn _ Learn how to improve your Python Code Quality. _ Explore the techniques and frameworks for Python GUI Programming. _ Solve Data Science and Machine Learning problems using Python. _ Get familiar with Python web frameworks; Django and Flask. Who this book is for This book is for anyone who is new to Software Development and wants to learn Python. Existing Python users can also use this book for a quick reference for the fundamentals and the features introduced in Python 3.7. Table of Contents 1. Getting Started with Python 2. Program Flow and Error Handling 3. Functions, Modules, and Functional Programming 4. Useful Modules and Libraries 5. Object Orientation 6. Decorators and Iterators 7. Files and Data Persistence 8. Context Managers 9. Performance Optimization 10. Cryptography 11. Concurrent Execution 12. Logging and Debugging 13. Code Style and Quality Assurance 14. Code Packaging and Dependencies 15. GUI Programming 16. Web Development 17. Data Science","9789389328424, 938932842X",True,True,383,Computers,en,http://books.google.com/books/content?id=uTsBEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,754.02,INR,377.01,INR,https://play.google.com/store/books/details?id=uTsBEAAAQBAJ&rdid=book-uTsBEAAAQBAJ&rdot=1&source=gbs_api,2020
6gv6EAAAQBAJ,history,Machine Learning with Python,Unlocking AI Potential with Python and Machine Learning,Oliver Theobald,Packt Publishing Ltd,"Unlock the secrets of data science and machine learning with our comprehensive Python course, designed to take you from basics to complex algorithms effortlessly Key Features Navigate through Python's machine learning libraries effectively Learn exploratory data analysis and data scrubbing techniques Design and evaluate machine learning models with precision Book DescriptionThe course starts by setting the foundation with an introduction to machine learning, Python, and essential libraries, ensuring you grasp the basics before diving deeper. It then progresses through exploratory data analysis, data scrubbing, and pre-model algorithms, equipping you with the skills to understand and prepare your data for modeling. The journey continues with detailed walkthroughs on creating, evaluating, and optimizing machine learning models, covering key algorithms such as linear and logistic regression, support vector machines, k-nearest neighbors, and tree-based methods. Each section is designed to build upon the previous, reinforcing learning and application of concepts. Wrapping up, the course introduces the next steps, including an introduction to Python for newcomers, ensuring a comprehensive understanding of machine learning applications.What you will learn Analyze datasets for insights Scrub data for model readiness Understand key ML algorithms Design and validate models Apply Linear and Logistic Regression Utilize K-Nearest Neighbors and SVMs Who this book is for This course is ideal for aspiring data scientists and professionals looking to integrate machine learning into their workflows. A basic understanding of Python and statistics is beneficial.","9781835462072, 1835462073",True,True,146,Computers,en,http://books.google.com/books/content?id=6gv6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,843.69,INR,421.84,INR,https://play.google.com/store/books/details?id=6gv6EAAAQBAJ&rdid=book-6gv6EAAAQBAJ&rdot=1&source=gbs_api,2024
J93uzwEACAAJ,history,Python Tutorial 3.11.3,,"Guido Van Rossum, Python Development Team",,,"1312571659, 9781312571655",False,False,0,,en,http://books.google.com/books/content?id=J93uzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2023
iombCgAAQBAJ,history,Professional Python,,Luke Sneeringer,John Wiley & Sons,"Master the secret tools every Python programmer needs to know Professional Python goes beyond the basics to teach beginner- and intermediate-level Python programmers the little-known tools and constructs that build concise, maintainable code. Design better architecture and write easy-to-understand code using highly adoptable techniques that result in more robust and efficient applications. Coverage includes Decorators, Context Managers, Magic Methods, Class Factories, Metaclasses, Regular Expressions, and more, including advanced methods for unit testing using asyncio and CLI tools. Each topic includes an explanation of the concept and a discussion on applications, followed by hands-on tutorials based on real-world scenarios. The ""Python 3 first"" approach covers multiple current versions, while ensuring long-term relevance. Python offers many tools and techniques for writing better code, but often confusing documentation leaves many programmers in the dark about how to use them. This book shines a light on these incredibly useful methods, giving you clear guidance toward building stronger applications. Learn advanced Python functions, classes, and libraries Utilize better development and testing tools Understand the ""what,"" ""when,"" ""why,"" and ""how"" More than just theory or a recipe-style walk-through, this guide helps you learn — and understand — these little-known tools and techniques. You'll streamline your workflow while improving the quality of your output, producing more robust applications with cleaner code and stronger architecture. If you're ready to take your Python skills to the next level, Professional Python is the invaluable guide that will get you there.","9781119070788, 1119070783",True,True,288,Computers,en,http://books.google.com/books/content?id=iombCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,706.82,INR,353.41,INR,https://play.google.com/store/books/details?id=iombCgAAQBAJ&rdid=book-iombCgAAQBAJ&rdot=1&source=gbs_api,2015
un1gEAAAQBAJ,history,Advanced Python Programming,Accelerate your Python programs using proven techniques and design patterns,Quan Nguyen,Packt Publishing Ltd,"Write fast, robust, and highly reusable applications using Python's internal optimization, state-of-the-art performance-benchmarking tools, and cutting-edge libraries Key FeaturesBenchmark, profile, and accelerate Python programs using optimization toolsScale applications to multiple processors with concurrent programmingMake applications robust and reusable using effective design patternsBook Description Python's powerful capabilities for implementing robust and efficient programs make it one of the most sought-after programming languages. In this book, you'll explore the tools that allow you to improve performance and take your Python programs to the next level. This book starts by examining the built-in as well as external libraries that streamline tasks in the development cycle, such as benchmarking, profiling, and optimizing. You'll then get to grips with using specialized tools such as dedicated libraries and compilers to increase your performance at number-crunching tasks, including training machine learning models. The book covers concurrency, a major solution to making programs more efficient and scalable, and various concurrent programming techniques such as multithreading, multiprocessing, and asynchronous programming. You'll also understand the common problems that cause undesirable behavior in concurrent programs. Finally, you'll work with a wide range of design patterns, including creational, structural, and behavioral patterns that enable you to tackle complex design and architecture challenges, making your programs more robust and maintainable. By the end of the book, you'll be exposed to a wide range of advanced functionalities in Python and be equipped with the practical knowledge needed to apply them to your use cases. What you will learnWrite efficient numerical code with NumPy, pandas, and XarrayUse Cython and Numba to achieve native performanceFind bottlenecks in your Python code using profilersOptimize your machine learning models with JAXImplement multithreaded, multiprocessing, and asynchronous programsSolve common problems in concurrent programming, such as deadlocksTackle architecture challenges with design patternsWho this book is for This book is for intermediate to experienced Python programmers who are looking to scale up their applications in a systematic and robust manner. Programmers from a range of backgrounds will find this book useful, including software engineers, scientific programmers, and software architects.","9781801817776, 1801817774",True,True,606,Computers,en,http://books.google.com/books/content?id=un1gEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,3866.85,INR,3866.85,INR,https://play.google.com/store/books/details?id=un1gEAAAQBAJ&rdid=book-un1gEAAAQBAJ&rdot=1&source=gbs_api,2022
4pgQfXQvekcC,history,Learning Python,Powerful Object-Oriented Programming,Mark Lutz,"""O'Reilly Media, Inc.""","Get a comprehensive, in-depth introduction to the core Python language with this hands-on book. Based on author Mark Lutz’s popular training course, this updated fifth edition will help you quickly write efficient, high-quality code with Python. It’s an ideal way to begin, whether you’re new to programming or a professional developer versed in other languages. Complete with quizzes, exercises, and helpful illustrations, this easy-to-follow, self-paced tutorial gets you started with both Python 2.7 and 3.3— the latest releases in the 3.X and 2.X lines—plus all other releases in common use today. You’ll also learn some advanced language features that recently have become more common in Python code. Explore Python’s major built-in object types such as numbers, lists, and dictionaries Create and process objects with Python statements, and learn Python’s general syntax model Use functions to avoid code redundancy and package code for reuse Organize statements, functions, and other tools into larger components with modules Dive into classes: Python’s object-oriented programming tool for structuring code Write large programs with Python’s exception-handling model and development tools Learn advanced Python tools, including decorators, descriptors, metaclasses, and Unicode processing","9781449355692, 1449355692",True,True,1733,Computers,en,http://books.google.com/books/content?id=4pgQfXQvekcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4,3.5,IN,FOR_SALE,True,3540,INR,3540,INR,https://play.google.com/store/books/details?id=4pgQfXQvekcC&rdid=book-4pgQfXQvekcC&rdot=1&source=gbs_api,2013
q4q8rQEACAAJ,history,Problem Solving with Algorithms and Data Structures Using Python,,"Bradley N. Miller, David L. Ranum",,,OCLC:895687096,False,False,,Computer algorithms,en,,,,IN,NOT_FOR_SALE,False,,,,,,2014
954QEQAAQBAJ,history,Get Started with MicroPython on Raspberry Pi Pico,The Official Raspberry Pi Pico Guide,"Gareth Halfacree, Ben Everard",Raspberry Pi Press,"Microcontrollers, like the RP2040 at the heart of Raspberry Pi Pico, are computers stripped back to their bare essentials. You don't use monitors or keyboards with them, but program them over USB to take their input from (and send their output to) their input/output (IO) pins. Using these programmable connections, you can light lights, make noises, send text to screens, and much more. In Get Started with MicroPython on Raspberry Pi Pico, you will learn how to use the beginner-friendly language MicroPython to write programs and connect up hardware to make your Raspberry Pi Pico interact with the world around it. Using these skills, you can create your own electro-mechanical projects, whether for fun or to make your life easier. This book shows you how to: Get started with Raspberry Pi Pico Work with various electronic components Create your own programmable electronic contraptions Work with Programming Input and Output (PIO) for low level, timing-critical projects Learn the Raspberry Pi Pico pinouts for hooking up components Use the I2C and SPI protocols to connect to components By the end of the book, you'll know how to create your own programmable electronic contraptions. What you do with them is up to you.","9781912047161, 1912047160",True,True,140,Computers,en,http://books.google.com/books/content?id=954QEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2021
rclSDwAAQBAJ,history,Python for Beginners,An Introduction to Learn Python Programming with Tutorials and Hands-On Examples,Nathan Metzler,CRB Publishing,"Master the Python Environment and Become a Skilled Coder! When you open up Beginner’s Guide to Python, you’ll enter a new world of creative and lucrative possibilities. From executing Python scripts on various operating systems to learning identifiers and keywords, you’ll be up-and-running in no time. Now is the time – get ready for the ride of a lifetime as you discover the inner workings of a language on which much of the world’s newest devices depend. With this book, you can learn what you need to know to get started with this popular and powerful coding platform: Installing the necessary software Setting up your programming environment Learning the basic syntax of Python Understanding variables, operators, and control structures Absorbing the basics of Python functions This comprehensive and easy-to-read introduction to Python programming includes a wealth of programming tutorials for writing your first lines of code. You’ll learn how to analyze and process raw data inputs and present useful information to users. With this guide, you can learn to calculate factorials, reverse numbers, and determine whether numbers are palindromes and even/odd. You’ll even discover simple and straightforward methods for creating menu-driven programs with user-defined functions! Don’t pass up this opportunity to make a great salary as a programmer and leave your mark on the world. Get your copy of Beginner’s Guide to Python and take your first steps toward a bright future! It’s quick and easy to order. Simply scroll up and click the BUY NOW WITH ONE CLICK button on the right-hand side of your screen.","9788827589502, 8827589503",True,True,69,Computers,en,http://books.google.com/books/content?id=rclSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,291.65,INR,204.16,INR,https://play.google.com/store/books/details?id=rclSDwAAQBAJ&rdid=book-rclSDwAAQBAJ&rdot=1&source=gbs_api,2018
_hTIEAAAQBAJ,history,Programming with Python,And Its Applications to Physical Systems,M. Shubhakanta Singh,Taylor & Francis,"This book is an introduction to Python Programming and provides a practical approach to the subject. The basic concepts of Python are explained in detail and augmented with examples and diagrams for a thorough understanding of the subject. The book is primarily aimed at students with little or no prior knowledge of programming languages. However, self-taught and hobbyist programmers, scientists, engineers, computing professionals and computer scientists and others who need to program as part of their work may also use this book for understanding the basic concepts of Python. Print edition not for sale in South Asia (India, Sri Lanka, Nepal, Bangladesh, Pakistan or Bhutan)","9781000985733, 1000985733",True,True,366,Computers,en,http://books.google.com/books/content?id=_hTIEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,6197.49,INR,6197.49,INR,https://play.google.com/store/books/details?id=_hTIEAAAQBAJ&rdid=book-_hTIEAAAQBAJ&rdot=1&source=gbs_api,2023
Mr59DwAAQBAJ,history,Data Structures and Algorithms in Python,,"Michael T. Goodrich, Roberto Tamassia, Michael H. Goldwasser",John Wiley & Sons,"Based on the authors' market leading data structures books in Java and C++, this textbook offers a comprehensive, definitive introduction to data structures in Python by respected authors. Data Structures and Algorithms in Python is the first mainstream object-oriented book available for the Python data structures course. Designed to provide a comprehensive introduction to data structures and algorithms, including their design, analysis, and implementation, the text will maintain the same general structure as Data Structures and Algorithms in Java and Data Structures and Algorithms in C++.","9781118290279, 1118290275",False,False,1,Computers,en,http://books.google.com/books/content?id=Mr59DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2013
Kg9QDwAAQBAJ,history,Practical Programming,An Introduction to Computer Science Using Python 3.6,"Paul Gries, Jennifer Campbell, Jason Montojo",Pragmatic Bookshelf,"Classroom-tested by tens of thousands of students, this new edition of the bestselling intro to programming book is for anyone who wants to understand computer science. Learn about design, algorithms, testing, and debugging. Discover the fundamentals of programming with Python 3.6--a language that's used in millions of devices. Write programs to solve real-world problems, and come away with everything you need to produce quality code. This edition has been updated to use the new language features in Python 3.6.","9781680504125, 1680504126",True,True,554,Computers,en,http://books.google.com/books/content?id=Kg9QDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,5,IN,NOT_FOR_SALE,False,,,,,,2017
